"","entidad","muns.censo.sa"
"828","Michoacán de Ocampo","juarez"
"829","Michoacán de Ocampo","jungapeo"
"830","Michoacán de Ocampo","la huacana"
"831","Michoacán de Ocampo","la piedad"
"832","Michoacán de Ocampo","lagunillas"
"833","Michoacán de Ocampo","lazaro cardenas"
"834","Michoacán de Ocampo","los reyes"
"835","Michoacán de Ocampo","madero"
"836","Michoacán de Ocampo","maravatio"
"837","Michoacán de Ocampo","marcos castellanos"
"838","Michoacán de Ocampo","morelia"
"839","Michoacán de Ocampo","morelos"
"840","Michoacán de Ocampo","mugica"
"841","Michoacán de Ocampo","nahuatzen"
"842","Michoacán de Ocampo","nocupetaro"
"843","Michoacán de Ocampo","nuevo parangaricutiro"
"844","Michoacán de Ocampo","nuevo urecho"
"845","Michoacán de Ocampo","numaran"
"846","Michoacán de Ocampo","ocampo"
"847","Michoacán de Ocampo","pajacuaran"
"848","Michoacán de Ocampo","panindicuaro"
"849","Michoacán de Ocampo","paracho"
"850","Michoacán de Ocampo","paracuaro"
"851","Michoacán de Ocampo","patzcuaro"
"852","Michoacán de Ocampo","penjamillo"
"853","Michoacán de Ocampo","periban"
"854","Michoacán de Ocampo","purepero"
"855","Michoacán de Ocampo","puruandiro"
"856","Michoacán de Ocampo","querendaro"
"857","Michoacán de Ocampo","quiroga"
"858","Michoacán de Ocampo","sahuayo"
"859","Michoacán de Ocampo","salvador escalante"
"860","Michoacán de Ocampo","san lucas"
"861","Michoacán de Ocampo","santa ana maya"
"862","Michoacán de Ocampo","senguio"
"863","Michoacán de Ocampo","susupuato"
"864","Michoacán de Ocampo","tacambaro"
"865","Michoacán de Ocampo","tancitaro"
"866","Michoacán de Ocampo","tangamandapio"
"867","Michoacán de Ocampo","tangancicuaro"
"868","Michoacán de Ocampo","tanhuato"
"869","Michoacán de Ocampo","taretan"
"870","Michoacán de Ocampo","tarimbaro"
"871","Michoacán de Ocampo","tepalcatepec"
"872","Michoacán de Ocampo","tingambato"
"873","Michoacán de Ocampo","tingüindin"
"874","Michoacán de Ocampo","tiquicheo de nicolas romero"
"875","Michoacán de Ocampo","tlalpujahua"
"876","Michoacán de Ocampo","tlazazalca"
"877","Michoacán de Ocampo","tocumbo"
"878","Michoacán de Ocampo","tumbiscatio"
"879","Michoacán de Ocampo","turicato"
"880","Michoacán de Ocampo","tuxpan"
"881","Michoacán de Ocampo","tuzantla"
"882","Michoacán de Ocampo","tzintzuntzan"
"883","Michoacán de Ocampo","tzitzio"
"884","Michoacán de Ocampo","uruapan"
"885","Michoacán de Ocampo","venustiano carranza"
"886","Michoacán de Ocampo","villamar"
"887","Michoacán de Ocampo","vista hermosa"
"888","Michoacán de Ocampo","yurecuaro"
"889","Michoacán de Ocampo","zacapu"
"890","Michoacán de Ocampo","zamora"
"891","Michoacán de Ocampo","zinaparo"
"892","Michoacán de Ocampo","zinapecuaro"
"893","Michoacán de Ocampo","ziracuaretiro"
"894","Michoacán de Ocampo","zitacuaro"
"895","Morelos","amacuzac"
"896","Morelos","atlatlahucan"
"897","Morelos","axochiapan"
"898","Morelos","ayala"
"899","Morelos","coatlan del rio"
"900","Morelos","cuautla"
"901","Morelos","cuernavaca"
"902","Morelos","emiliano zapata"
"903","Morelos","huitzilac"
"904","Morelos","jantetelco"
"905","Morelos","jiutepec"
"906","Morelos","jojutla"
"907","Morelos","jonacatepec"
"908","Morelos","mazatepec"
"909","Morelos","miacatlan"
"910","Morelos","ocuituco"
"911","Morelos","puente de ixtla"
"912","Morelos","temixco"
"913","Morelos","temoac"
"914","Morelos","tepalcingo"
"915","Morelos","tepoztlan"
"916","Morelos","tetecala"
"917","Morelos","tetela del volcan"
"918","Morelos","tlalnepantla"
"919","Morelos","tlaltizapan"
"920","Morelos","tlaquiltenango"
"921","Morelos","tlayacapan"
"922","Morelos","totolapan"
"923","Morelos","xochitepec"
"924","Morelos","yautepec"
"925","Morelos","yecapixtla"
"926","Morelos","zacatepec"
"927","Morelos","zacualpan"
"928","Nayarit","acaponeta"
"929","Nayarit","ahuacatlan"
"930","Nayarit","amatlan de cañas"
"931","Nayarit","bahia de banderas"
"932","Nayarit","compostela"
"933","Nayarit","del nayar"
"934","Nayarit","huajicori"
"935","Nayarit","ixtlan del rio"
"936","Nayarit","jala"
"937","Nayarit","la yesca"
"938","Nayarit","rosamorada"
"939","Nayarit","ruiz"
"940","Nayarit","san blas"
"941","Nayarit","san pedro lagunillas"
"942","Nayarit","santa maria del oro"
"943","Nayarit","santiago ixcuintla"
"944","Nayarit","tecuala"
"945","Nayarit","tepic"
"946","Nayarit","tuxpan"
"947","Nayarit","xalisco"
"948","Nuevo León","abasolo"
"949","Nuevo León","agualeguas"
"950","Nuevo León","allende"
"951","Nuevo León","anahuac"
"952","Nuevo León","apodaca"
"953","Nuevo León","aramberri"
"954","Nuevo León","bustamante"
"955","Nuevo León","cadereyta jimenez"
"956","Nuevo León","carmen"
"957","Nuevo León","cerralvo"
"958","Nuevo León","china"
"959","Nuevo León","cienega de flores"
"960","Nuevo León","dr. arroyo"
"961","Nuevo León","dr. coss"
"962","Nuevo León","dr. gonzalez"
"963","Nuevo León","galeana"
"964","Nuevo León","garcia"
"965","Nuevo León","gral. bravo"
"966","Nuevo León","gral. escobedo"
"967","Nuevo León","gral. teran"
"968","Nuevo León","gral. treviño"
"969","Nuevo León","gral. zaragoza"
"970","Nuevo León","gral. zuazua"
"971","Nuevo León","guadalupe"
"972","Nuevo León","hidalgo"
"973","Nuevo León","higueras"
"974","Nuevo León","hualahuises"
"975","Nuevo León","iturbide"
"976","Nuevo León","juarez"
"977","Nuevo León","lampazos de naranjo"
"978","Nuevo León","linares"
"979","Nuevo León","los aldamas"
"980","Nuevo León","los herreras"
"981","Nuevo León","los ramones"
"982","Nuevo León","marin"
"983","Nuevo León","melchor ocampo"
"984","Nuevo León","mier y noriega"
"985","Nuevo León","mina"
"986","Nuevo León","montemorelos"
"987","Nuevo León","monterrey"
"988","Nuevo León","paras"
"989","Nuevo León","pesqueria"
"990","Nuevo León","rayones"
"991","Nuevo León","sabinas hidalgo"
"992","Nuevo León","salinas victoria"
"993","Nuevo León","san nicolas de los garza"
"994","Nuevo León","san pedro garza garcia"
"995","Nuevo León","santa catarina"
"996","Nuevo León","santiago"
"997","Nuevo León","vallecillo"
"998","Nuevo León","villaldama"
"999","Oaxaca","abejones"
"1000","Oaxaca","acatlan de perez figueroa"
"1001","Oaxaca","animas trujano"
"1002","Oaxaca","asuncion cacalotepec"
"1003","Oaxaca","asuncion cuyotepeji"
"1004","Oaxaca","asuncion ixtaltepec"
"1005","Oaxaca","asuncion nochixtlan"
"1006","Oaxaca","asuncion ocotlan"
"1007","Oaxaca","asuncion tlacolulita"
"1008","Oaxaca","ayoquezco de aldama"
"1009","Oaxaca","ayotzintepec"
"1010","Oaxaca","calihuala"
"1011","Oaxaca","candelaria loxicha"
"1012","Oaxaca","capulalpam de mendez"
"1013","Oaxaca","chahuites"
"1014","Oaxaca","chalcatongo de hidalgo"
"1015","Oaxaca","chiquihuitlan de benito juarez"
"1016","Oaxaca","cienega de zimatlan"
"1017","Oaxaca","ciudad ixtepec"
"1018","Oaxaca","coatecas altas"
"1019","Oaxaca","coicoyan de las flores"
"1020","Oaxaca","concepcion buenavista"
"1021","Oaxaca","concepcion papalo"
"1022","Oaxaca","constancia del rosario"
"1023","Oaxaca","cosolapa"
"1024","Oaxaca","cosoltepec"
"1025","Oaxaca","cuilapam de guerrero"
"1026","Oaxaca","cuyamecalco villa de zaragoza"
"1027","Oaxaca","el barrio de la soledad"
"1028","Oaxaca","el espinal"
"1029","Oaxaca","eloxochitlan de flores magon"
"1030","Oaxaca","fresnillo de trujano"
"1031","Oaxaca","guadalupe de ramirez"
"1032","Oaxaca","guadalupe etla"
"1033","Oaxaca","guelatao de juarez"
"1034","Oaxaca","guevea de humboldt"
"1035","Oaxaca","heroica ciudad de ejutla de crespo"
"1036","Oaxaca","heroica ciudad de huajuapan de leon"
"1037","Oaxaca","heroica ciudad de juchitan de zaragoza"
"1038","Oaxaca","heroica ciudad de tlaxiaco"
"1039","Oaxaca","huautepec"
"1040","Oaxaca","huautla de jimenez"
"1041","Oaxaca","ixpantepec nieves"
"1042","Oaxaca","ixtlan de juarez"
"1043","Oaxaca","la compañia"
"1044","Oaxaca","la pe"
"1045","Oaxaca","la reforma"
"1046","Oaxaca","la trinidad vista hermosa"
"1047","Oaxaca","loma bonita"
"1048","Oaxaca","magdalena apasco"
"1049","Oaxaca","magdalena jaltepec"
"1050","Oaxaca","magdalena mixtepec"
"1051","Oaxaca","magdalena ocotlan"
"1052","Oaxaca","magdalena peñasco"
"1053","Oaxaca","magdalena teitipac"
"1054","Oaxaca","magdalena tequisistlan"
"1055","Oaxaca","magdalena tlacotepec"
"1056","Oaxaca","magdalena yodocono de porfirio diaz"
"1057","Oaxaca","magdalena zahuatlan"
"1058","Oaxaca","mariscala de juarez"
"1059","Oaxaca","martires de tacubaya"
"1060","Oaxaca","matias romero avendaño"
"1061","Oaxaca","mazatlan villa de flores"
"1062","Oaxaca","mesones hidalgo"
"1063","Oaxaca","miahuatlan de porfirio diaz"
"1064","Oaxaca","mixistlan de la reforma"
"1065","Oaxaca","monjas"
"1066","Oaxaca","natividad"
"1067","Oaxaca","nazareno etla"
"1068","Oaxaca","nejapa de madero"
"1069","Oaxaca","nuevo zoquiapam"
"1070","Oaxaca","oaxaca de juarez"
"1071","Oaxaca","ocotlan de morelos"
"1072","Oaxaca","pinotepa de don luis"
"1073","Oaxaca","pluma hidalgo"
"1074","Oaxaca","putla villa de guerrero"
"1075","Oaxaca","reforma de pineda"
"1076","Oaxaca","reyes etla"
"1077","Oaxaca","rojas de cuauhtemoc"
"1078","Oaxaca","salina cruz"
"1079","Oaxaca","san agustin amatengo"
"1080","Oaxaca","san agustin atenango"
"1081","Oaxaca","san agustin chayuco"
"1082","Oaxaca","san agustin de las juntas"
"1083","Oaxaca","san agustin etla"
"1084","Oaxaca","san agustin loxicha"
"1085","Oaxaca","san agustin tlacotepec"
"1086","Oaxaca","san agustin yatareni"
"1087","Oaxaca","san andres cabecera nueva"
"1088","Oaxaca","san andres dinicuiti"
"1089","Oaxaca","san andres huaxpaltepec"
"1090","Oaxaca","san andres huayapam"
"1091","Oaxaca","san andres ixtlahuaca"
"1092","Oaxaca","san andres lagunas"
"1093","Oaxaca","san andres nuxiño"
"1094","Oaxaca","san andres paxtlan"
"1095","Oaxaca","san andres sinaxtla"
"1096","Oaxaca","san andres solaga"
"1097","Oaxaca","san andres teotilalpam"
"1098","Oaxaca","san andres tepetlapa"
"1099","Oaxaca","san andres yaa"
"1100","Oaxaca","san andres zabache"
"1101","Oaxaca","san andres zautla"
"1102","Oaxaca","san antonino castillo velasco"
"1103","Oaxaca","san antonino el alto"
"1104","Oaxaca","san antonino monte verde"
"1105","Oaxaca","san antonio acutla"
"1106","Oaxaca","san antonio de la cal"
"1107","Oaxaca","san antonio huitepec"
"1108","Oaxaca","san antonio nanahuatipam"
"1109","Oaxaca","san antonio sinicahua"
"1110","Oaxaca","san antonio tepetlapa"
"1111","Oaxaca","san baltazar chichicapam"
"1112","Oaxaca","san baltazar loxicha"
"1113","Oaxaca","san baltazar yatzachi el bajo"
"1114","Oaxaca","san bartolo coyotepec"
"1115","Oaxaca","san bartolo soyaltepec"
"1116","Oaxaca","san bartolo yautepec"
"1117","Oaxaca","san bartolome ayautla"
"1118","Oaxaca","san bartolome loxicha"
"1119","Oaxaca","san bartolome quialana"
"1120","Oaxaca","san bartolome yucuañe"
"1121","Oaxaca","san bartolome zoogocho"
"1122","Oaxaca","san bernardo mixtepec"
"1123","Oaxaca","san blas atempa"
"1124","Oaxaca","san carlos yautepec"
"1125","Oaxaca","san cristobal amatlan"
"1126","Oaxaca","san cristobal amoltepec"
"1127","Oaxaca","san cristobal lachirioag"
"1128","Oaxaca","san cristobal suchixtlahuaca"
"1129","Oaxaca","san dionisio del mar"
"1130","Oaxaca","san dionisio ocotepec"
"1131","Oaxaca","san dionisio ocotlan"
"1132","Oaxaca","san esteban atatlahuca"
"1133","Oaxaca","san felipe jalapa de diaz"
"1134","Oaxaca","san felipe tejalapam"
"1135","Oaxaca","san felipe usila"
"1136","Oaxaca","san francisco cahuacua"
"1137","Oaxaca","san francisco cajonos"
"1138","Oaxaca","san francisco chapulapa"
"1139","Oaxaca","san francisco chindua"
"1140","Oaxaca","san francisco del mar"
"1141","Oaxaca","san francisco huehuetlan"
"1142","Oaxaca","san francisco ixhuatan"
"1143","Oaxaca","san francisco jaltepetongo"
"1144","Oaxaca","san francisco lachigolo"
"1145","Oaxaca","san francisco logueche"
"1146","Oaxaca","san francisco nuxaño"
"1147","Oaxaca","san francisco ozolotepec"
"1148","Oaxaca","san francisco sola"
"1149","Oaxaca","san francisco telixtlahuaca"
"1150","Oaxaca","san francisco teopan"
"1151","Oaxaca","san francisco tlapancingo"
"1152","Oaxaca","san gabriel mixtepec"
"1153","Oaxaca","san ildefonso amatlan"
"1154","Oaxaca","san ildefonso sola"
"1155","Oaxaca","san ildefonso villa alta"
"1156","Oaxaca","san jacinto amilpas"
"1157","Oaxaca","san jacinto tlacotepec"
"1158","Oaxaca","san jeronimo coatlan"
"1159","Oaxaca","san jeronimo silacayoapilla"
"1160","Oaxaca","san jeronimo sosola"
"1161","Oaxaca","san jeronimo taviche"
"1162","Oaxaca","san jeronimo tecoatl"
"1163","Oaxaca","san jeronimo tlacochahuaya"
"1164","Oaxaca","san jorge nuchita"
"1165","Oaxaca","san jose ayuquila"
"1166","Oaxaca","san jose chiltepec"
"1167","Oaxaca","san jose del peñasco"
"1168","Oaxaca","san jose del progreso"
"1169","Oaxaca","san jose estancia grande"
"1170","Oaxaca","san jose independencia"
"1171","Oaxaca","san jose lachiguiri"
"1172","Oaxaca","san jose tenango"
"1173","Oaxaca","san juan achiutla"
"1174","Oaxaca","san juan atepec"
"1175","Oaxaca","san juan bautista atatlahuca"
"1176","Oaxaca","san juan bautista coixtlahuaca"
"1177","Oaxaca","san juan bautista cuicatlan"
"1178","Oaxaca","san juan bautista guelache"
"1179","Oaxaca","san juan bautista jayacatlan"
"1180","Oaxaca","san juan bautista lo de soto"
"1181","Oaxaca","san juan bautista suchitepec"
"1182","Oaxaca","san juan bautista tlachichilco"
"1183","Oaxaca","san juan bautista tlacoatzintepec"
"1184","Oaxaca","san juan bautista tuxtepec"
"1185","Oaxaca","san juan bautista valle nacional"
"1186","Oaxaca","san juan cacahuatepec"
"1187","Oaxaca","san juan chicomezuchil"
"1188","Oaxaca","san juan chilateca"
"1189","Oaxaca","san juan cieneguilla"
"1190","Oaxaca","san juan coatzospam"
"1191","Oaxaca","san juan colorado"
"1192","Oaxaca","san juan comaltepec"
"1193","Oaxaca","san juan cotzocon"
"1194","Oaxaca","san juan de los cues"
"1195","Oaxaca","san juan del estado"
"1196","Oaxaca","san juan del rio"
"1197","Oaxaca","san juan diuxi"
"1198","Oaxaca","san juan evangelista analco"
"1199","Oaxaca","san juan guelavia"
"1200","Oaxaca","san juan guichicovi"
"1201","Oaxaca","san juan ihualtepec"
"1202","Oaxaca","san juan juquila mixes"
"1203","Oaxaca","san juan juquila vijanos"
"1204","Oaxaca","san juan lachao"
"1205","Oaxaca","san juan lachigalla"
"1206","Oaxaca","san juan lajarcia"
"1207","Oaxaca","san juan lalana"
"1208","Oaxaca","san juan mazatlan"
"1209","Oaxaca","san juan mixtepec -dto. 08 -"
"1210","Oaxaca","san juan mixtepec -dto. 26 -"
"1211","Oaxaca","san juan ñumi"
"1212","Oaxaca","san juan ozolotepec"
"1213","Oaxaca","san juan petlapa"
"1214","Oaxaca","san juan quiahije"
"1215","Oaxaca","san juan quiotepec"
"1216","Oaxaca","san juan sayultepec"
"1217","Oaxaca","san juan tabaa"
"1218","Oaxaca","san juan tamazola"
"1219","Oaxaca","san juan teita"
"1220","Oaxaca","san juan teitipac"
"1221","Oaxaca","san juan tepeuxila"
"1222","Oaxaca","san juan teposcolula"
"1223","Oaxaca","san juan yaee"
"1224","Oaxaca","san juan yatzona"
"1225","Oaxaca","san juan yucuita"
"1226","Oaxaca","san lorenzo"
"1227","Oaxaca","san lorenzo albarradas"
"1228","Oaxaca","san lorenzo cacaotepec"
"1229","Oaxaca","san lorenzo cuaunecuiltitla"
"1230","Oaxaca","san lorenzo texmelucan"
"1231","Oaxaca","san lorenzo victoria"
"1232","Oaxaca","san lucas camotlan"
"1233","Oaxaca","san lucas ojitlan"
"1234","Oaxaca","san lucas quiavini"
"1235","Oaxaca","san lucas zoquiapam"
"1236","Oaxaca","san luis amatlan"
"1237","Oaxaca","san marcial ozolotepec"
"1238","Oaxaca","san marcos arteaga"
"1239","Oaxaca","san martin de los cansecos"
"1240","Oaxaca","san martin huamelulpam"
"1241","Oaxaca","san martin itunyoso"
"1242","Oaxaca","san martin lachila"
"1243","Oaxaca","san martin peras"
"1244","Oaxaca","san martin tilcajete"
"1245","Oaxaca","san martin toxpalan"
"1246","Oaxaca","san martin zacatepec"
"1247","Oaxaca","san mateo cajonos"
"1248","Oaxaca","san mateo del mar"
"1249","Oaxaca","san mateo etlatongo"
"1250","Oaxaca","san mateo nejapam"
"1251","Oaxaca","san mateo peñasco"
"1252","Oaxaca","san mateo piñas"
"1253","Oaxaca","san mateo rio hondo"
"1254","Oaxaca","san mateo sindihui"
"1255","Oaxaca","san mateo tlapiltepec"
"1256","Oaxaca","san mateo yoloxochitlan"
"1257","Oaxaca","san mateo yucutindo"
"1258","Oaxaca","san melchor betaza"
"1259","Oaxaca","san miguel achiutla"
"1260","Oaxaca","san miguel ahuehuetitlan"
"1261","Oaxaca","san miguel aloapam"
"1262","Oaxaca","san miguel amatitlan"
"1263","Oaxaca","san miguel amatlan"
"1264","Oaxaca","san miguel chicahua"
"1265","Oaxaca","san miguel chimalapa"
"1266","Oaxaca","san miguel coatlan"
"1267","Oaxaca","san miguel del puerto"
"1268","Oaxaca","san miguel del rio"
"1269","Oaxaca","san miguel ejutla"
"1270","Oaxaca","san miguel el grande"
"1271","Oaxaca","san miguel huautla"
"1272","Oaxaca","san miguel mixtepec"
"1273","Oaxaca","san miguel panixtlahuaca"
"1274","Oaxaca","san miguel peras"
"1275","Oaxaca","san miguel piedras"
"1276","Oaxaca","san miguel quetzaltepec"
"1277","Oaxaca","san miguel santa flor"
"1278","Oaxaca","san miguel soyaltepec"
"1279","Oaxaca","san miguel suchixtepec"
"1280","Oaxaca","san miguel tecomatlan"
"1281","Oaxaca","san miguel tenango"
"1282","Oaxaca","san miguel tequixtepec"
"1283","Oaxaca","san miguel tilquiapam"
"1284","Oaxaca","san miguel tlacamama"
"1285","Oaxaca","san miguel tlacotepec"
"1286","Oaxaca","san miguel tulancingo"
"1287","Oaxaca","san miguel yotao"
"1288","Oaxaca","san nicolas"
"1289","Oaxaca","san nicolas hidalgo"
"1290","Oaxaca","san pablo coatlan"
"1291","Oaxaca","san pablo cuatro venados"
"1292","Oaxaca","san pablo etla"
"1293","Oaxaca","san pablo huitzo"
"1294","Oaxaca","san pablo huixtepec"
"1295","Oaxaca","san pablo macuiltianguis"
"1296","Oaxaca","san pablo tijaltepec"
"1297","Oaxaca","san pablo villa de mitla"
"1298","Oaxaca","san pablo yaganiza"
"1299","Oaxaca","san pedro amuzgos"
"1300","Oaxaca","san pedro apostol"
"1301","Oaxaca","san pedro atoyac"
"1302","Oaxaca","san pedro cajonos"
"1303","Oaxaca","san pedro comitancillo"
"1304","Oaxaca","san pedro coxcaltepec cantaros"
"1305","Oaxaca","san pedro el alto"
"1306","Oaxaca","san pedro huamelula"
"1307","Oaxaca","san pedro huilotepec"
"1308","Oaxaca","san pedro ixcatlan"
"1309","Oaxaca","san pedro ixtlahuaca"
"1310","Oaxaca","san pedro jaltepetongo"
"1311","Oaxaca","san pedro jicayan"
"1312","Oaxaca","san pedro jocotipac"
"1313","Oaxaca","san pedro juchatengo"
"1314","Oaxaca","san pedro martir"
"1315","Oaxaca","san pedro martir quiechapa"
"1316","Oaxaca","san pedro martir yucuxaco"
"1317","Oaxaca","san pedro mixtepec -dto. 22 -"
"1318","Oaxaca","san pedro mixtepec -dto. 26 -"
"1319","Oaxaca","san pedro molinos"
"1320","Oaxaca","san pedro nopala"
"1321","Oaxaca","san pedro ocopetatillo"
"1322","Oaxaca","san pedro ocotepec"
"1323","Oaxaca","san pedro pochutla"
"1324","Oaxaca","san pedro quiatoni"
"1325","Oaxaca","san pedro sochiapam"
"1326","Oaxaca","san pedro tapanatepec"
"1327","Oaxaca","san pedro taviche"
"1328","Oaxaca","san pedro teozacoalco"
"1329","Oaxaca","san pedro teutila"
"1330","Oaxaca","san pedro tidaa"
"1331","Oaxaca","san pedro topiltepec"
"1332","Oaxaca","san pedro totolapam"
"1333","Oaxaca","san pedro y san pablo ayutla"
"1334","Oaxaca","san pedro y san pablo teposcolula"
"1335","Oaxaca","san pedro y san pablo tequixtepec"
"1336","Oaxaca","san pedro yaneri"
"1337","Oaxaca","san pedro yolox"
"1338","Oaxaca","san pedro yucunama"
"1339","Oaxaca","san raymundo jalpan"
"1340","Oaxaca","san sebastian abasolo"
"1341","Oaxaca","san sebastian coatlan"
"1342","Oaxaca","san sebastian ixcapa"
"1343","Oaxaca","san sebastian nicananduta"
"1344","Oaxaca","san sebastian rio hondo"
"1345","Oaxaca","san sebastian tecomaxtlahuaca"
"1346","Oaxaca","san sebastian teitipac"
"1347","Oaxaca","san sebastian tutla"
"1348","Oaxaca","san simon almolongas"
"1349","Oaxaca","san simon zahuatlan"
"1350","Oaxaca","san vicente coatlan"
"1351","Oaxaca","san vicente lachixio"
"1352","Oaxaca","san vicente nuñu"
"1353","Oaxaca","santa ana"
"1354","Oaxaca","santa ana ateixtlahuaca"
"1355","Oaxaca","santa ana cuauhtemoc"
"1356","Oaxaca","santa ana del valle"
"1357","Oaxaca","santa ana tavela"
"1358","Oaxaca","santa ana tlapacoyan"
"1359","Oaxaca","santa ana yareni"
"1360","Oaxaca","santa ana zegache"
"1361","Oaxaca","santa catalina quieri"
"1362","Oaxaca","santa catarina cuixtla"
"1363","Oaxaca","santa catarina ixtepeji"
"1364","Oaxaca","santa catarina juquila"
"1365","Oaxaca","santa catarina lachatao"
"1366","Oaxaca","santa catarina loxicha"
"1367","Oaxaca","santa catarina mechoacan"
"1368","Oaxaca","santa catarina minas"
"1369","Oaxaca","santa catarina quiane"
"1370","Oaxaca","santa catarina quioquitani"
"1371","Oaxaca","santa catarina tayata"
"1372","Oaxaca","santa catarina ticua"
"1373","Oaxaca","santa catarina yosonotu"
"1374","Oaxaca","santa catarina zapoquila"
"1375","Oaxaca","santa cruz acatepec"
"1376","Oaxaca","santa cruz amilpas"
"1377","Oaxaca","santa cruz de bravo"
"1378","Oaxaca","santa cruz itundujia"
"1379","Oaxaca","santa cruz mixtepec"
"1380","Oaxaca","santa cruz nundaco"
"1381","Oaxaca","santa cruz papalutla"
"1382","Oaxaca","santa cruz tacache de mina"
"1383","Oaxaca","santa cruz tacahua"
"1384","Oaxaca","santa cruz tayata"
"1385","Oaxaca","santa cruz xitla"
"1386","Oaxaca","santa cruz xoxocotlan"
"1387","Oaxaca","santa cruz zenzontepec"
"1388","Oaxaca","santa gertrudis"
"1389","Oaxaca","santa ines de zaragoza"
"1390","Oaxaca","santa ines del monte"
"1391","Oaxaca","santa ines yatzeche"
"1392","Oaxaca","santa lucia del camino"
"1393","Oaxaca","santa lucia miahuatlan"
"1394","Oaxaca","santa lucia monteverde"
"1395","Oaxaca","santa lucia ocotlan"
"1396","Oaxaca","santa magdalena jicotlan"
"1397","Oaxaca","santa maria alotepec"
"1398","Oaxaca","santa maria apazco"
"1399","Oaxaca","santa maria atzompa"
"1400","Oaxaca","santa maria camotlan"
"1401","Oaxaca","santa maria chachoapam"
"1402","Oaxaca","santa maria chilchotla"
"1403","Oaxaca","santa maria chimalapa"
"1404","Oaxaca","santa maria colotepec"
"1405","Oaxaca","santa maria cortijo"
"1406","Oaxaca","santa maria coyotepec"
"1407","Oaxaca","santa maria del rosario"
"1408","Oaxaca","santa maria del tule"
"1409","Oaxaca","santa maria ecatepec"
"1410","Oaxaca","santa maria guelace"
"1411","Oaxaca","santa maria guienagati"
"1412","Oaxaca","santa maria huatulco"
"1413","Oaxaca","santa maria huazolotitlan"
"1414","Oaxaca","santa maria ipalapa"
"1415","Oaxaca","santa maria ixcatlan"
"1416","Oaxaca","santa maria jacatepec"
"1417","Oaxaca","santa maria jalapa del marques"
"1418","Oaxaca","santa maria jaltianguis"
"1419","Oaxaca","santa maria la asuncion"
"1420","Oaxaca","santa maria lachixio"
"1421","Oaxaca","santa maria mixtequilla"
"1422","Oaxaca","santa maria nativitas"
"1423","Oaxaca","santa maria nduayaco"
"1424","Oaxaca","santa maria ozolotepec"
"1425","Oaxaca","santa maria papalo"
"1426","Oaxaca","santa maria peñoles"
"1427","Oaxaca","santa maria petapa"
"1428","Oaxaca","santa maria quiegolani"
"1429","Oaxaca","santa maria sola"
"1430","Oaxaca","santa maria tataltepec"
"1431","Oaxaca","santa maria tecomavaca"
"1432","Oaxaca","santa maria temaxcalapa"
"1433","Oaxaca","santa maria temaxcaltepec"
"1434","Oaxaca","santa maria teopoxco"
"1435","Oaxaca","santa maria tepantlali"
"1436","Oaxaca","santa maria texcatitlan"
"1437","Oaxaca","santa maria tlahuitoltepec"
"1438","Oaxaca","santa maria tlalixtac"
"1439","Oaxaca","santa maria tonameca"
"1440","Oaxaca","santa maria totolapilla"
"1441","Oaxaca","santa maria xadani"
"1442","Oaxaca","santa maria yalina"
"1443","Oaxaca","santa maria yavesia"
"1444","Oaxaca","santa maria yolotepec"
"1445","Oaxaca","santa maria yosoyua"
"1446","Oaxaca","santa maria yucuhiti"
"1447","Oaxaca","santa maria zacatepec"
"1448","Oaxaca","santa maria zaniza"
"1449","Oaxaca","santa maria zoquitlan"
"1450","Oaxaca","santiago amoltepec"
"1451","Oaxaca","santiago apoala"
"1452","Oaxaca","santiago apostol"
"1453","Oaxaca","santiago astata"
"1454","Oaxaca","santiago atitlan"
"1455","Oaxaca","santiago ayuquililla"
"1456","Oaxaca","santiago cacaloxtepec"
"1457","Oaxaca","santiago camotlan"
"1458","Oaxaca","santiago chazumba"
"1459","Oaxaca","santiago choapam"
"1460","Oaxaca","santiago comaltepec"
"1461","Oaxaca","santiago del rio"
"1462","Oaxaca","santiago huajolotitlan"
"1463","Oaxaca","santiago huauclilla"
"1464","Oaxaca","santiago ihuitlan plumas"
"1465","Oaxaca","santiago ixcuintepec"
"1466","Oaxaca","santiago ixtayutla"
"1467","Oaxaca","santiago jamiltepec"
"1468","Oaxaca","santiago jocotepec"
"1469","Oaxaca","santiago juxtlahuaca"
"1470","Oaxaca","santiago lachiguiri"
"1471","Oaxaca","santiago lalopa"
"1472","Oaxaca","santiago laollaga"
"1473","Oaxaca","santiago laxopa"
"1474","Oaxaca","santiago llano grande"
"1475","Oaxaca","santiago matatlan"
"1476","Oaxaca","santiago miltepec"
"1477","Oaxaca","santiago minas"
"1478","Oaxaca","santiago nacaltepec"
"1479","Oaxaca","santiago nejapilla"
"1480","Oaxaca","santiago niltepec"
"1481","Oaxaca","santiago nundiche"
"1482","Oaxaca","santiago nuyoo"
"1483","Oaxaca","santiago pinotepa nacional"
"1484","Oaxaca","santiago suchilquitongo"
"1485","Oaxaca","santiago tamazola"
"1486","Oaxaca","santiago tapextla"
"1487","Oaxaca","santiago tenango"
"1488","Oaxaca","santiago tepetlapa"
"1489","Oaxaca","santiago tetepec"
"1490","Oaxaca","santiago texcalcingo"
"1491","Oaxaca","santiago textitlan"
"1492","Oaxaca","santiago tilantongo"
"1493","Oaxaca","santiago tillo"
